content
"9 Nov order ,seller listed delivered on 11 Nov but received on 18 Nov, very very bad experience on that."
Pesan putih yang sampai dua ii kelabu 🥲
"Design: 
Wrong color, poor quality, seller doesn’t reply until now."
bought orange but give me black. took them 5 days to shipped the item.
"quality is inferior, customer service is slow"
"quality is inferior, delivery is very slow"
"Material:not satisfied at all

 Size:okay2"
Design:  not same as photo
Design:  not same
i did not receive
"product totally different with the picture,picture shown that is thick but the shoe received is very thin"
"Not as advertised, seller misleading!
Do avoid this seller if you want a good quality"
"customer service is pretty bad. 
Requested invoice many times without giving a proper answer and just ignorance by sending irrelevant emoji! 
material of the shoes not as thick as shown and very slippery if wear inside washroom. 
very unsatisfied with this seller! Material:"
I ordered yellow but I get orange color
Material:nipis sangat
"item difference with pictures, bad"
Photo and stock recd are different. low quality.  First and last time purchase.
Its the thin slipper misleading pics
Not same with pic at all 👎🏻👎🏻
"the slippers is very thin, not same the photo"
too thin
Give me one less pair of shoes！
terbaekkk
Seller not respond my chat
Material:The material is very hard/stiff and not comfortable at all.























"Design:fast delivery, thanks seller."
"Design:fast delivery, thanks seller."
"Design:fast delivery, thanks seller."
received in good condition. value for money. a bit thin from picture but it's ok
"Material:  good quality, soft n comfortable, 
 Size:  ok
 Design:  well packaged, good condition, nice colour as per picture"
"I’m very satisfied. Product quality is good & good valve for money. Customer service attitude is very good. The delivery speed is fast, packaging are good. I’ll repurchase again."
"Material：ok
Size：good
Design：not bad

Thank you championtrading and ninja van..my order received well and in good condition...thumbs up"
"Material：ok
Size：good
Design：not bad

Thank you championtrading and ninja van..my order received well and in good condition...thumbs up"
"Material:rubber 
 Size:ok ngam2 
 Design:design cantik cuma nipis sikit tapi ok sesuai dgn harga yg di tawarkan"
"Material:rubber
 Size:ok ngam2 
 Design:design cun tapi masalah order wrna biru tapi terima wrna hitam nasib ank ok dia terima je"
Thanks for the just received it hopefully it will be good
Thanks for the just received it hopefully it will be good
tq seller..cepat wat keje..leh beli lgi..recomemded...terbaik...saiz pun ngam...tq tq tq
Goods received in good condition .Fast delivery . Thank you very much seller 😊 .
"fast delivery,deliver within 4 days,quality look good,worth buying."
Material:light rubber Size:follow yr feet measurement
"Material:Okay only Size:Correct Design:Not as good as some other make
There's another type that looks the same but softer and thicker. These are not them ☹️"
goods receive in good condition and in well packaging for delivery to my house.
alhamdulillah selipar dah sampai dengan selamat.. terima kasih boss..
comel n barang sampai dengan cepat Dan Selamat .TERIMA kasih
"material very light and thin.
product received in order.  thank you seller and delivery man for very fast delivery 🙌"
Thanks seller😊
receive in good condition thank you seller very satisfied s
alhamdulilah barang dah sampai terimakasih seller laju macam roket China barang berkualiti terbaikkkkkkk mantap pak Abu
bagus murah..saiz betul dan tepat..cuma bukan yang sangat2 tebal..tapi ok la lembut juga..ringan
"Material:getah lembut,tapak nipis Size:saiz ngam dgn ank bujang Design:simple tp oklh utk pakai hari2."
"Material:not the one that l order Size:true Design:k
dear seller why do you have to do this... not the one l order. not tge same as the picture.. l order the thick one.. but srnd the thin one... not happy about it... don't cheat the buyer.. not recommend this seller.... cheater"
"Material:selipar cantik , nipis sikit tp sesuai la dgn harga...tq seller😘😘😘😘😘😘"
barang da sampai terime kasih saya beli
delivery didn't call just passed to guard house
"Material:ringan
size gum2
design cantik"
ok. nice. could do better with time of delivery. the rest ok.
received in good condition.  nipis je guys xmcm dlm gamba tapi ngamla dgn harga kan.
"barang sampai seperti dijanjikan, boleh lah utk basahan.sesuai dgn harga.thank you seller.Trusted 👍👍👍👍"
dah sampai 2 kali order dah............................
good wow amazing great performance wow well played good game mvp star player
Size:fit my feet.. must buy one size bigger than your normal size.
"Goods received in good order and conditional， value of money, fast delivery, thank you seller 🙏🏻🙏🏻🙏🏻"
"Received the above item in good condition. Light in weight, comfortable for bathroom use.
Qty: 2 pairs 
Color Family: Yellow, Blue"
Selipar cantik.. Murah n puas hati.. Thanks seller n adik delivery..
Ok for this pricing. Not yet use it . Fast delivery.
Received with good condition.price is reasonable. Thank you seller
Alhamdulillah syukur brg yg dinanti2 telah selamat smpai diperkarangan rumah sya tqqqq soooo much sellier penghantaran yang terbaik n laju i like it sandal ni memng bagus n ok ♡🌹😘🤩🥰😍💓💞💝👌🏻⭐tqqq jgk buat brother yg menghantar barang sya ni
kasut ok
Terbaik. Fast shipping fast shipping.Terbaik. Fast shipping fast shipping.Terbaik. Fast shipping fast shipping.Terbaik. Fast shipping fast shipping..jazakallah. Alhamdulillah. Subhanallah. Size:ngam ikut size sebenar
Material:as described Size:suit nicely as described by seller Design:comfortable
"Order 13/03/2023
Received 15/03/2023
Fast Delivery
Quality OK 👍
Value for money
I shall certainly order from your shop again in future😄"
Good received in good condition and well packaged. True the size
it's soft. but won't last very long still useful . thank you 😊😊😊😊😊😊
"True to size, selesa, berbaloi dengan harga, overall okay"
barang sampai dengan jayanya. penghantaran amat cepat dan blh repeat lg
"Very good quality, cotton, worth the price, received in good condition"
Receive the package in good condition
"Received in good condition, good quality and fast delivery, thanks."
Bahan:baik Saiz:all ok tq sales
"barang tak sesuai gambar,tp bolehlh sesuai harga"
yeay . Selipar dah sampai . Cantik sangat . Muat . First time beli kat sini . Nanti boleh beli lagi . Tq seller 🥰
yeay . Selipar dah sampai . Overall semua okay . First time beli kat sini . Tq seller 🥰
"beli slipper ni selepas kwn office bg percuma, her buy at lazada also. so this time i buy 3 pairs overall nica n harga berbaloi baloi😀"
One size smaller. Normally wearing 39 (250) now but 40-41 is good. Sandal is light weighted and foam material. I think it’s good and value for money. Yellow colour is lemon yellow. Buy for bathroom use.

tq seller barang dh Sampai kenapa ringan sgt kasut ni
"Affordable price for the quality, Non-slip sole for safety, Great for indoor and outdoor use, Variety of colors to choose from, Perfect fit for my feet, satisfied the product with this price"
"Fast delivery and good packaging * TQ seller. Good work. Variety of colors to choose from, Provides excellent support, Soft and thick material, Easy to clean and maintain, Perfect fit for my feet. TQ. Mr Tan"
"Fast delivery and good packaging * TQ seller and deliver person * ** ** thanks seller. Good job. Mr Tan Provides excellent support, Comfortable and stylish design, Perfect fit for my feet, Soft and thick material, Great for indoor and outdoor use."
"Fast delivery and good packaging * TQ seller and deliver person. ** ** *TQ seller. Keep up the good work. TQ. Mr Tan. Provides excellent support, Variety of colors to choose from, Great for indoor and outdoor use, Perfect fit for my feet, Affordable price for the quality. Variety of colors to choose from."
"Fast delivery and good packaging * TQ seller. Variety of colors to choose from, Perfect fit for my feet, Affordable price for the quality, Soft and thick material. Good job. Thanks. Mr Tan"
"Fast delivery and good packaging. TQ seller and deliver person * ** ** thanks seller. Perfect fit for my feet, Variety of colors to choose from, Soft and thick material, Provides excellent support. Mr Tan*****"
"Fast delivery and good packaging * TQ seller and deliver person. ** ** * TQ seller. Perfect fit for my feet, Soft and thick material, Durable and long-lasting, Variety of colors to choose from. Mr Tan"
"the thickness of the slipper is not what is seen in the picture.
 Size:size is correct"
"Great for indoor and outdoor use, fast delivery"
terbaik terima kasih barang sudah sampai
terima kasih barang sudah sampai
terbaik barang sudah sampai
sandal dah sampai. dibungkus kemas dan elok. dalam keadaan okay dan cantik. size ngam2 23.5cm++. recommended 👍.
sandal dah sampai. dibungkus kemas dan elok. dalam keadaan okay dan cantik. size ngam2 23.5cm++. recommended 👍.
"Perfect fit for my feet, Perfect fit for my feet, Non-slip sole for safety,"
Bought slippers for walking around the house. Fitting a bit wide.  Light slippers.
Good lightweight slippers.  For kitchen use hence the bigger size.
Everything arrived safely.  Slippers are light.  I think they float in water.  Good for lounging around the house.  The fitting is a bit on the wide size.
"Affordable price for the quality,"
"Great for indoor and outdoor use,"
"Great for indoor and outdoor use,"
okay lah ... tapi selipar agak nipis
selipar agak nipis...boleh lah....
cheap!. can use it a long time .
ok...ngam...terima kasih
warna putih yg sampai...tapi oklah...saiz ngam...terima kasih
Size:40-41
"TQ seller received is good.
everything is ok"
Good excellent by the seller
Saiz:saiz yg tepat
"Material: good quality 
 Size: 42 43 
 Design: normal slipper women sandal man unisex soft"
买2个不同颜色，来2双黄色的
不是我要的颜色，还可以吧
This is the colour I ordered anyway thank you  !
ok barang dah sampai dengan selamat. di terima dalam keadaan baik 👍🏻 terima kasih
ok barang dah sampai dengan selamat. di terima dalam keadaan baik 👍🏻 terima kasih
The sole is too thin. Over estimated the product
Quality does not match as advertised..sole too thin
I ordered light blue but sent me a black
"Harga murah 
 Size:ok 
 Material:belum cuba"
"Received in well packing, nice color n cheap"
"Received in well packing, cheap and Value for money."
"was surprised that I got the parcel today, so much earlier that I expected.
well packaged.
slippers in good condition."
goods received in good condition.
ok. good product with ni e color
"Material: good quality, material good , soft n comfortable"
"Material: good quality, well packaged, good condition"
Item received in  good condition. The quality is versi good and meets with my expectation. Thank you
The item received in good condition. Very satisfied with the quality. Thank you
"Material:    plastic
  Size:  true to size
 Design:  as mentioned 
super fast shipping 
fyi, not thick sole sandal  plastic"
"Material:  plastic
 Size:  true to size
 Design:  as mentioned
super fast shipping 
fyi, not thick sole sandal"
Barang yang dipesan semua dah selamat sampai dengan selamat.
Barang yang dipesan semua dah selamat sampai dengan selamat.
fast delivery and received in good condition thank you so much
fast delivery and received in good condition thank you very much
fast delivery and received in good condition thank you very much
fast delivery and received in good condition thank you so much.
fast delivery and received in good condition thank you so much
fast delivery and received in good condition thank you very much
"Ordered two pairs same size of shoes but come different size, but still OK already accepted it"
Fast delivery n received in good condition.The slippers are thin n light not thick😅😅😅.But anyway what u pay n what u get.Tq seller
Fast delivery n received in good condition.The slippers are thin n light not thick😅😅😅.But anyway what u pay n what u get.Tq seller
Fast deliver good service value for money excellent service by seller
good quality and fast delivery
good quality and fast delivery
Fast deliver good service value for money excellent service by seller
Fast deliver good service value for money excellent service by seller
good quality and fast delivery
"Perfect! 
Ringan 
Selesa pakai 👍🏻"
Good 👍🏻
"barang murah dan terbaik, di bungkus dengan kemas, akan beli lagi"
"barang murah dan terbaik, di bungkus dengan kemas, akan beli lagi"
same2 cantik ...
"Saiz:36/37
 Bahan:cantik dan kemas
 Bahan:berkualiti"
"barang pesanan selamat sampai di rumah. 
sekian.terima kasih. 
👍👌😁"
"Material:good quality and comfortable 
 Size:really compatible with my size
 Design:nice look❤️❤️❤️"
beli untuk mak pkai dlm blil air..mudah pkai .terbaik harga pun murah.tq seller
terbaik harga pun murah...beri mak pkai dlm blik air mudah sauk je
First time purchase with seller. Fast deliver and good packing. Excellent service.
"good product....,..................................."
"good product....,..................................."
"Value buy, fast shipping and delivery.
Comfortable for home use."
"Material:very thin suitable for indoor
 Size:ngam
 Design:good 
(*´I`*) fast delivery tq"
"Received the product with satisfaction.  The exact colour I ordered. It is light and comfortable, just the type I was looking for.  Thanks Vendor."
"物流很快，好像三天就收到了。
鞋子颜色ok，尺寸刚好，
就是鞋底很薄，踩了好像踩在地上😂
之前是想找厚底的。"
received with good condition. slipper very thin.
I like it!! 👍👍
"Wrong colour,My order is black.Both pairs are wrong.☹️☹️☹️"
"Material:ringan lembut bila pijak
 Size:muat
 Design:cantik macam jahit sulam tapi plastik,selesa"
"Material:ringan tapi lembut bila dipijak
 Size:muat
 Design:cantik MCM jahit sulam tapi plastik"
"Nice product
Ordered black colour but received grey colour… but lazy to chg."
"Barang sampai dalam 2 hari sahaja. pantas. warna menarik. sesuai dengan harga
 boleh order lagi."
"Barang sampai dalam 2 hari sahaja. pantas. warna menarik. sesuai dengan harga
 boleh order lagi."
"Pantas. Baru order, dlm 2 hari dah sampai. Warna menarik. Akan ulang order."
"Barang sampai dalam 2 hari sahaja. pantas. warna menarik. sesuai dengan harga
 boleh order lagi."
Light. Good for indoor slipper. Deliver took some times. Overall is fine.
Very light. For indoor slipper which is fine. deliver took some times. Packing is ok. Price is ok too.
cantikkkk...tp nipis..ingatkan tebal...tp ok la sesuai dgn harga dia lamnn
size 40-41 fit my normal shoe size 8. fast delivery. price Worth for the product. soft and different from the thicker version type.
Material: Size:ok
good good good good good good good good good good good good good
good good good good good good good good good good good good good
good good good good good good good good good good good good good
good good good good good good good good good good good good good good
good good good good good good good good good good good good good
good good good good good good good good good good good good good
good good good good good good good good good good good good good
"very nice my daughter love it..... thinking to order 
next time thank u seller.."
selipar dah sampai..👍
Saiz:betul Bahan:sama dan warna pun dapat sama
Saiz:betul Bahan:warna xsama dalam pesanan dpt hitam
Items received are in good condition but waiting for 4 days to receive them.
"brg telah diterima
produk ok
harga ok
penghataran ok"
pesanan diterima terima kasih lazada
pesanan diterima terima kasih lazada
pesanan diterima terima kasih lazada
pesanan diterima terima kasih lazada
"Overall okay, cuma tu lah terkecik plk. Takpe lah semua okay2 je"
good quality and fast delivery.
good quality and fast delivery.
Material:soft and comfortable Size:true to describe Design:nice to wear
Material:soft Size:true to fit as described Design:comfortable
Material:soft Size:true to size described Design:confortable to wear
"Received item today 29.07.23.
Correct size choose. 
Thank you seller, lazada and courier man. 
Will buy from this buyer again. ✌️✌️✌️👍👍👍"
"Received item today 29.07.23.
Correct size choose. 
Thank you seller, lazada and courier man. 
Will buy from this buyer again. ✌️✌️✌️👍👍👍"
"size ngam2 dgn kaki, kena pilih 1 size besar dari asal jika kaki jenis lebar Dan besar..penghantaran 3 hari"
pesanan diterima terima kasih penjual lazada
"Barang telah diterima...Ok slipper sedap pakai, ringan dan harga murah...tq seller.next bleh order lagi"
Material:good Size:exalted Design:nice
"Item reveived well , material ok thin hopefully not slippery"
Bahan:SELIPAR NIPIS JA PADAN DENGAN HARGA. SEBAB TU BELI DUA . BOLEH LA BUAT PAKAI DALAM RUMAH JA.
selamat sampai...sandal tebal dan material lembut...saiz sesuai mengikut saiz kaki....puashati...
"Size:Silicone and plastic
First time to purchase 4 different size to ensure that can suit for wear"
tq fast ship and value money
"Good product quality, good value for money, fast delivery.."
"Size:size quite small 
Quality is quite good fast delivery 
Have plastic smell on it"
ringan..selesa pkai
Good job seller.. Good service.. Fast delivery.. Tq so much seller u r the best
"beli untuk kawan sangat cantikk . comel . kemas , berkualiti. sesuai pakai harian . thank you seller terbaik👍🏻👍🏻👍🏻"
ok.ggood condition dn selesa Size: Design: Material:
Material:good Size:true Design:nice
"alhamdulillah brg dah selamat sampai,tq seller n flash express Saiz:44
lembut
lain kali repeat oder lagi.terbaik seller...."
Barang dibungkus dengan baik dan kemas. Selamat diterima. Berfungsi dengan baik. Ketahanan tidak dapat dipastikan. Mutu berpadananlah dengan harganya.
the slipper material is soft and nice to wear.
barang okay selese dah selamat dipakai
Material:light rubber Size:41 Design:simple n comfy
BARANG SAMPAI DENGAN BAIK BOLEH PAKAI MASUK HOSPITAL NANTI..INSYAALLAH SAYA NAK BELI LAGI
puashati selipar nya
Material:very good Size:nicely fit Design:nice
"good. for 

indoor use"
ok thanks for the fast delivery Will get back to you later 😊🙂
ringan. cantik. ok lah buat pakai di kawasan rumah. terima kasih
"Material:Hard not same material like the expensive Size:As mentioned in the size table Design:ok 

NOT a comfortable slippers due to the material. Will NOT buy again eventhough price cheaper."
"Barang yg dipesan lain yang dihantar lain.
Minta sliper warna oren tapi yg di hantar warna hijau pula.
Kalau tak ada tenyalah dulu mau atau tidak warna lain.
Harap jangan susahkan pelanggan."
"very beautiful looks good and its very confident,thank you"
Second time purchase. Superb light and foam type. Wear inside house. Please note that This is not the rubber material. Rubber material won’t cost so cheap. Suitable for wear inside house. My feet is size 8 and I bought 40-41 ngam ngam. If want looser can choose one sizes bigger.
"True to size 
Very light 
Can wear indoor
But not recommended outdoor or wearing to bath"
"Very good product, worth it. Thank you, will support again."
Material:the tapak a little bit thin but suits the price la cheap maa Size:true to size. fits well Design:minimal with a very beautiful colors
Material:okay Size:okay Design:Okay
Material:okay Size:okay Design:Okay
价格便宜质量不错
价格便宜质量不错
价格便宜质量不错
价格便宜质量不错
Size:cute
Size:okay
"Material:soft 
 Size:average 
 Design:simple"
This is 2nd ordered! Good for valued!
This is 2nd ordered! Good for valued!
This is 2nd ordered! Good for valued!
terima kasih selipar sgt ringan  .....puas hati
alhamdulilah sedap pakai saiz ok thank you seller
Ok cung selipar selesa dipakai dan tebal biasa2 je xdela tebal sngat
dah selamat smpi..tq
Good and fast fast fast  delivery (5 stars rate). Good value for money. Excellent service by seller (5 stars rate). Can repeat from this seller again. 👍👍👍👍👍👍👍👍👍👍👍👍 Thank you very much. Very very very good! Good good good 👍👍👍👍👍👍👍👍 good good good.
Good and fast fast fast  delivery (5 stars rate). Good value for money. Excellent service by seller (5 stars rate). Can repeat from this seller again. 👍👍👍👍👍👍👍👍👍👍👍👍 Thank you very much. Very very very good! Good good good 👍👍👍👍👍👍👍👍 good good good.
ringan & selesa
amik saiz paling besar.. sesuai utk Kaki lelaki.. nk guna utk pakai kt bilik air n dlm rumah je.. sesuai la selipar nipis..sory xde gmbar..
barang saya dah sampai... penghantaran pon cepat je...cantik...harga berbaloi....sedap pakai....
"saiz41 ✅
colour ✅
👍👍👍👍
tq ♥️"
Size is one size smaller than actual but satisfied regardless
repeat second time. beli 4 pasang dah dari kedai ni. murah dari kedai lain
tapas kaki tidak tebal
Produk yang berkualiti dan ringan untuk dipakai. Senang di bawa berjalan.
"Terbaik,,saiz tepat dan penghantaran laju.
Tq seller dan kurier"
selipar cantik. ok la tak terlalu tebal dan tak nipis jugak. pakai dlm rumah / luar sesuai jer tapak tak licin. will repeat
kasut dah sampai depan pintu rumah 🏡🏡.. barang yang berkualiti sedap pakai.. boleh beli lagi 👍.. lima 🌟🌟🌟🌟🌟 untuk semua penjual Lazada n flash
"Received with the same item with order on 21/6/23, good product quality and good value for money, thank you seller."
"Slipper sampai dengan condition yang baik,kualiti terbaik(selesa dipakai) & cepat penghantarannya. Memang puas hati👍👍👍😍😍 Services terbaik dari seller, Lazada & LEX MY. Tqvm😊"
"Disappointing!! Ordered 38-39, but was sent 40-41.
Slipper is light. But quality not so good."
ok sgt....boleh repeat lagi...fit to size..ringann sgt..
"very good all of you should try thisvery good all of you should try thisvery good all of   should thisyoushould
shouldshouldvery good all of you should try thisvery good all of you should try thisvery good all of   should thisyoushould
shouldshouldvery good all of you should try thisvery good all of you should try thisvery good all of   should thisyoushould
shouldshould"
barang diterima dalam keadaan baik..packing pun ok..cepat smpai
good..gmbr xde kne mengena
收到产品了。感觉品质还不错！如果用得好，会多介绍朋友来买噢！商家薄利多销，为他们多点几个赞！祝他们积少成多赚大钱！
"Kualiti sesuai dengan harga, selesa bila dipakai, pembungkusan kemas, penghantaran pantas."
Oder 2 pcs kaler same tp dpt lg 1 kaler grey 😅
"Satisfied with this and price cheap, yay okayyy fast delivery"
received in good condition. true to size. very light. suit with the price. thank you!
"received in good condition, fast delivery, thanks for seller"
Good comfortable shoe. Helps to reduce tension on my heels. I wear them indoors.
dibungkus dengan baik...produk tiada kerosakan dan kualitinya sesuai dgn harga
good ddddddddd i like !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Gambar tiada kaitan   . saiz selipar ngam dan selesa dipakai . Tq
"Good produk
fast delivery"
Material:Good Size:42 Design:Very nice
my size is 37-38 and I ordered 38-39
Delivery is fast. Sandals are colourful and very light. Good for house slippers
"Material ok, fast delivery."
Saiz:terbaik
barang sampai dalam keadaan baik
cepat dan pantas...sandle pun ok sgt
Nice color and comfortable
Design:good Size:too small but suitable Material:nice
"received in good condition
received within estimate time
good value for money"
tanpa selipar
"Alhamdulillah... barang dah sampai dengan selamat, terbaik seller"
Item is already received… very nice … mu daughter like it very much no slippery ….
"selipar yg sangat ringan dan berkualiti ,saya gunakan di kawasan dapur sangat selesa."
Material:sedikit keras & nipis Size:spt diminta Design:sesuai la tkini cuma keras
"kualiti kasut kureeeeeennnng baik. agak nipis. pernah beli dari seller lain tapi kualiti lebih baik lebih kurang 

sorry gambar tak related"
Comfortable
Slipper received in good condition and packing. Thank you Lazada & delivery 🚚 man.
The deliver service i sastified. Quality same as  price. Thank you.
looks good tho bit thin.
saiz spt yg dipesan.. .ada qualiti dan boleh guna !
"tq boss ku,kasut selesa dipakai ringan"
Material:getah tp xlembut sgt..dlu bli lembut lg..mybe kna amk yg lg mahal kot Size:42 Design:sma cm dlm gmbr
"Very happy, I received the goods.  The packaging of the goods is undamaged.  The items are 100% the same as the pictures, so please feel free to buy."
Material:ok Size:smaller abit
received yesterday..great for indoor use..will recommend friends to this item.
Color tak sama dgn seller photos
Material:look good can use but with such costing…nothing to compare.
"Material:plastic with strong smell Size:accurate Design:for toilet use, just simply to slip in,"
"nice, sofe thank you seller
Material：
Size：
Design："
"Fast delivery, received in good condition.
BUT, very thick & light material (like polypropylene  foam shoes), not comfortable, different from the picture showing. 😐 Size: Design:"
Kenapa oren jadi hitam? Ke aku yang buta warna? 🤪🤣🤣
A normal toilet slipper..Not high type as show on picture..Cant complaint much with the price of it..
"Material:gud Size:as per odered Design:same as picture
tq seller❤️"
飘量的拖鞋，快速运行，太棒啦。
"very fast delivery, cheap and acceptable quality  :) my brother said it's a little slippery though"
Material:Good Size:Just nice n fit Design:soft n nice colour
"Good Products and Good Quality
Parvel is received in Good Conditions."
"Good product quality, good value for money, fast delivery"
Size:38 Design:
"Good product quality, good value for money, fast delivery."
Baik is a great place to work for and it is a great place to work
"t. kasih  seller
seliper dah sampai
selesa dipakai"
The price is reasonable with the quality.. can be used either indoor or outdoor.. (pic: Black)
good 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
Datang dan bermain Lazland untuk menanam tanaman anda dan menang Beras Percuma! | https://s.lazada.com.my/s.UGtRK
murah
Thank you
barang sampai dengan selamat... sesuai dengan harga nipis cikit...
"1)barang sampai dengan selamat
2) selipar sangat ringan (tak berat)
3)pilih saiz lebih besar daripada saiz asal
contoh: saya pakai saiz37 tapi saya ambil saiz 38-39 (saiznya tak besar tapi sedang-sedang)"
"barang dah sampai dengan baik, selipar sangat ringan dan selesa"
"pakai untuk dalam rumah...sesuai lah , beli bersara sikit..thank you seller"
best lembut recommended😀😀😀😀😀😀😀🏥🏥🏥🏥🏥🏥😙😙😙😙😙😙😙😙😙😙😙😙😆😆😆😆
fast delivery..tq seller. will repeat again later with another color
Not too bad. I use it to work in my outside kitchen and garden. non slip so it is safer
"good packaging and nice attitude also
fast delivery also just arriced my house around two days
highly recomended and i will buy it again when needed too"
thank you 👍
Material:disappointed as quality a bit thin not as shown in picture
Material:disappointed as quality a bit thin not as shown in picture
Material:disappointed as quality a bit thin not as shown in picture
Disappointed as quality a bit thin not as shown in picture.
Disappointed as quality a bit thin unlike as shown in picture
tgk gambo lain... yg dpt cam lain. tipah tertipu...🤣🤣🤣. ape pn terima kasih.
ringan dan color yg cute. size memang cun. thanks seller. desjgn yg simple.
"Speed of delivery super fast, within 3 days only 
Recommended"
The good quality
bagusss
收到了，谢谢。
👍👍👍 fast and clean no dust
ok
"Material:ringan selesa Size:ok Design:simple
recommend seller mmg selesa pakai wpun lmbt ckit"
already received
"Size:38-39＿／40-41
😄👐👍👍good"
barang ok sesuai dgn harga...
Parcel received in good condition. Thanks seller n Lazada. Material:good Size:just fit Design:good
Material:Ringan Size:Muat2 je Design:Ok le dgn harga
"Very good , shoe is very light and comfortable to wear. the color is also very nice light green looks the best I think"
Nipis

非常满意！good！
Bahan:baik Saiz:ok
Bahan:ok..best Saiz:tepat dan cun
good material.
Saiz:saiz kaki ok selipar dah sampai memang terbaik penghantaran yg sangat cepat memang terbaik terbaik terbaik terbaik terbaik terbaik terbaik terbaik terbaik
"That's awesome, Thank you seller ! 😁👍🏻"
"thanks, received this afternoon. very speedily delivery. tried n d size a perfect fit...."
slow delivery
Material:ok Size:ok Design:ok
sangat suka
Bahan:ok Saiz:ok Bahan:selese di pakai
best quality
"Barang sampai dlm keadaan baik n puashati.
Terimakasih pd semua yg terlibat."
"Very good product 👍👍👍
Good delivery 👍👍👍
Very good 👍👍👍"
besttttt sangat kasut lembut hihi
